_mean_adv,_min_discrew,_std_act,_std_discrew,_max_act,_mean_act,_max_obs,ExplainedVarNew,_Episode,_min_act,_std_adv,_lr_multiplier,KL,_min_obs,_max_adv,PolicyEntropy,PolicyLoss,Steps,_min_adv,_mean_discrew,Beta,_std_obs,_mean_obs,ExplainedVarOld,ValFuncLoss,_MeanReward,_max_discrew
4.2231366167019325e-17,-318.49611948397825,0.3796091,2996.3662539458724,2.3653328,0.40525717,18.136554326677434,-6.326208021878443e-07,20,-1.4548763,0.9999999355224258,1.0,0.0004764912,-0.6074855664766798,0.44516297541599575,0.9224396,-0.0004241496,2019,-9.812525750477914,-25.976581573188803,0.6666666666666666,2.49417184298425,3.0701330954659762,-4.394113250549836e-05,3550.795149126767,-150.9,-0.31849611948397827
-1.714493665888799e-16,-26.89193557321157,0.36740598,53.68969604236112,2.5324724,0.5512356,2.4402067559074707,-0.0002383198335835779,40,-1.4510705,0.9999994644765032,1.0,0.002377907,-0.6047132316283625,2.4616669053520894,0.9194854,-0.0012126495,2010,-1.1939814130655715,-13.927395155017367,0.6666666666666666,0.07747798018893932,0.2861967455356258,-0.0036694774685279707,164.18831822981582,-100.5,-0.3216426637216325
2.002277534685569e-16,-27.3408229517684,0.385858,54.62038431316297,2.7265072,0.512302,1.7471822941289974,-8.852739501796769e-05,60,-1.7054276,0.9999994950455713,1.0,0.0019463658,-0.6020175658421851,2.4628924760364668,0.9147747,-0.0010374275,2005,-1.1830097402105622,-14.036701710548277,0.6666666666666666,0.05226557745209709,0.16921296459485763,-0.00031049150981687923,153.5757485287579,-100.25,-0.3247511584753479
2.9001744316738786e-17,-163.8477269595647,0.35454077,2123.8119675202315,2.5065644,0.5328022,1.4350241568051996,8.245980115395568e-07,80,-1.5597103,0.9999999253480036,1.0,0.008058248,-0.5995546816540385,0.5649690670756687,0.9122189,-0.004727617,1960,-5.544694686700709,-25.559263057947437,1.0,0.041379867798333525,0.11950314401347567,1.841043227313044e-06,2543.9988619865558,-247.85,-0.1638477269595647
0.0,-135.00480685004462,0.38224238,1007.2507604356616,2.5698233,0.44727018,1.2476320619313521,7.388587687229276e-07,100,-1.660089,0.9999998908780646,1.0,0.000159382,-0.5974452779760022,0.5893618688201528,0.9118426,-0.00011401044,1971,-6.769263732739898,-15.862215765286177,0.6666666666666666,0.03785480584711442,0.09230394200779025,1.28067652482855e-06,1102.9197602784986,-198.45,-0.1350048068500446
-8.917454013053466e-18,-11.06889762048032,0.389399,9.478124238718038,2.4977286,0.4352107,1.1194831797987363,-3.4700457887781866e-05,120,-1.932636,0.9999992338034304,1.0,0.0016800272,-0.5954323809655007,2.4587002745087574,0.909774,-0.0024142005,1992,-1.1563436763202577,-5.852536299157443,0.6666666666666666,0.036671527979287494,0.06872740209083661,-4.6041167357735446e-05,9.909437356839963,-99.6,-0.13623110753205234
-2.881065324926914e-17,-11.08471402519237,0.39164957,9.51060816258658,2.8593287,0.47527763,1.0246267180471285,-1.8695969836279858e-05,140,-1.5073988,0.9999992610457642,1.0,0.0018801094,-0.5933938619535427,2.4510155841060652,0.9110086,-0.0012917703,1973,-1.1610692155445204,-5.857579125521937,0.6666666666666666,0.03465850954942763,0.0581568892504437,-2.727825803816586e-05,9.934390222617484,-98.65,-0.13743513096341523
1.4398029093416418e-17,-11.1810278610826,0.39491904,9.686199393077686,2.3878155,0.46307945,0.9503696736756585,-8.74021990560081e-07,160,-2.0724363,0.999999264327077,1.0,0.0022961316,-0.5915610863038613,2.45138670525218,0.91631514,-0.0009620469,1974,-1.1603986849078463,-5.911188721613322,0.6666666666666666,0.03309307536971018,0.04522297820547235,-1.4043671937580271e-05,9.983734307672083,-98.7,-0.13862928938907068
-1.417541617476509e-17,-129.46116772023603,0.38151878,498.52540767581525,2.3837423,0.4734401,0.8906725913620389,1.3063982907679517e-06,180,-1.3692651,0.9999998423004635,1.0,0.0003420175,-0.5898377129847632,0.6958735400456646,0.92421824,-0.0006039462,2005,-9.50189955641394,-10.560308222365032,0.4444444444444444,0.03402584356781567,0.03372299985332543,1.1617679011033388e-06,514.2486855571932,-150.2,-0.12946116772023605
5.650439250577337e-17,-122.13775849462431,0.38627118,436.5776226843636,2.4647272,0.4557436,0.8416923265352341,9.40613732902662e-07,200,-1.8799039,0.9999998325907942,1.0,0.0006621711,-2.189886315794478,0.7175279229243299,0.93149203,-0.0015832533,2012,-9.49570333263477,-9.88931658486132,0.2962962962962963,0.033894906010999724,0.02773339438230129,1.0588499891328595e-06,445.22127474822634,-150.55,-0.1221377584946243
0.0,-116.12671513439211,0.38873002,395.6312558398184,2.5521023,0.47225067,0.8003662975705855,1.1297933573128915e-06,220,-1.528139,0.9999998238104264,1.0,0.006833374,-0.5860344608106555,0.7489528017041506,0.93772745,-0.0020240834,2020,-9.470981706271472,-9.437133879862014,0.4444444444444444,0.03299871504243189,0.018333461887373424,1.1845582507108432e-06,400.55621285097124,-150.95,-0.11612671513439211
-1.2131217439806589e-17,-9.926869191143831,0.38747382,7.336453366339414,2.6407967,0.4564982,0.765015968132887,5.1861378795647894e-05,240,-1.6087375,0.999999248501835,1.0,0.0077294614,-0.5841628621286149,2.481475952212228,0.9382941,-0.0028567098,2050,-1.1601188362645278,-5.155101476985744,0.6666666666666666,0.033223968614784015,0.01423978865349699,2.764383831710404e-05,11.749723292998572,-102.5,-0.11710478019569785
-2.8578893343794876e-17,-102.23184660610765,0.3634035,838.4873672731351,2.821248,0.48834628,0.7346340613559275,1.213185283566176e-06,260,-1.7046173,0.9999998787368651,1.0,0.0011537321,-2.2209200087984717,0.7169953399205858,0.9385803,-0.0009162817,1989,-5.475286634170937,-16.312874371486352,0.4444444444444444,0.03310881700099668,0.013400790282995269,1.3276540168360995e-06,914.6801760159672,-249.3,-0.10223184660610767
0.0,-95.3911856702957,0.39993092,520.2639172164332,2.4674783,0.46001476,0.7070746533936045,1.4475354169762866e-06,280,-1.5385542,0.999999845304107,1.0,0.005770436,-2.228234536299457,0.7494019208736411,0.9407001,-0.0022942831,1974,-6.621533818134407,-11.558411667408887,0.4444444444444444,0.03371291846452752,0.012981245333513528,1.9732513344417058e-06,530.9357916663748,-198.6,-0.0953911856702957
2.859326904467204e-17,-92.87441247078964,0.4023857,252.14874427932924,2.2413588,0.3920068,0.6824316956688189,2.9555103394640625e-06,300,-1.7940929,0.9999997829120084,1.0,4.6635538e-05,-0.5793202638160265,0.8846595200996822,0.94034517,-4.886446e-05,1988,-9.186214098176219,-7.46262570539901,0.2962962962962963,0.03043132440059081,0.010706649745013336,2.8213912318664214e-06,253.23998027103363,-149.35,-0.09287441247078963
0.0,-90.61418142057578,0.4074302,219.92844495800108,2.5360827,0.4205734,0.6605382520408803,7.050254665186273e-06,320,-1.9407153,0.999999776884714,1.0,0.0064862883,-0.5779361117628257,0.9036488668637301,0.93989223,-0.0047641858,1986,-9.194913158501022,-6.9303364678211645,0.4444444444444444,0.03015709029146974,0.007343743208794493,4.796603678358657e-06,221.96589266754316,-149.25,-0.09061418142057578
6.6734117545437e-17,-7.634288234707476,0.39561817,4.375340018788486,2.5541334,0.42434064,0.6409331641108825,0.0006657690130738025,340,-1.929489,0.9999992400864292,1.0,0.006212634,-0.5765170068255847,2.4705389921201335,0.94373715,-0.002017956,2023,-1.1636974120303614,-3.975998498666664,0.6666666666666666,0.030928204689978013,0.0034131015369002773,0.00016260399954104443,20.519246240704803,-101.15,-0.09131037804047472
-4.360227882671209e-18,-7.584551568137616,0.3843815,4.484529066358681,2.3688545,0.48132667,0.6231105412168556,0.9802129849880109,360,-1.5244071,0.9999992204622072,1.0,0.0014485258,-0.5750289361188695,2.4760787619263187,0.94536775,-0.0012791166,2037,-1.1418571177097305,-4.028754714514933,0.4444444444444444,0.030926402085726022,0.001662983102362033,0.0007224895272418541,0.09365614863433626,-101.85,-0.0920059971014478
-1.429663452233602e-17,-89.91297632682318,0.40978485,242.52129584227993,2.6994033,0.5179002,0.6069148858606095,0.013226108231551792,380,-1.6012282,0.9999997746551417,1.0,0.0011207241,-2.2766509250694646,0.27463070621351543,0.94651556,-0.0055797724,1988,-9.696405496486065,-7.336494053935973,0.2962962962962963,0.03147348569098128,0.003580549262011933,0.009778917682087052,242.6013421618386,-149.35,-0.08991297632682319
-1.584461006402602e-17,-7.572540576332892,0.38852343,4.284198019168078,3.051507,0.5049145,0.5916397720052079,0.9731444080315796,400,-1.495146,0.9999968818712371,1.0,0.010751811,-0.5722654904076612,2.3757020249747445,0.9491791,-0.0055127917,2018,-2.403807526630722,-3.93502867949196,0.4444444444444444,0.03043539690854271,0.00019110360366863876,0.9574584151202199,2.052221580973273,-100.9,-0.09057184134183831
1.4318241526651893e-17,-88.64549907398299,0.41800925,223.80023496161604,2.6001601,0.5070534,0.5777418571351027,0.01973122838046293,420,-1.6389633,0.9999997691373895,1.0,0.00083134073,-0.5709037316978729,0.2529542940466481,0.9522377,-0.00025479478,1985,-9.90687387644671,-7.009974529517114,0.2962962962962963,0.029150748136214953,-0.0005303648745198175,0.01727641147073622,221.44570357056813,-149.2,-0.08864549907398299
1.418248973573054e-17,-86.8917250422814,0.39884257,223.2731282049108,2.842035,0.46945348,0.5718919955491307,0.01763359063553349,440,-1.6517427,0.9999997642299635,1.0,0.002277982,-0.569763007416355,0.29618567961090697,0.9549689,-0.0005933074,2004,-9.946887324399448,-7.06145030872115,0.2962962962962963,0.02954282236120624,-0.0006808802227128968,0.013972224838040614,219.44249422670347,-150.15,-0.08689172504228139
0.0,-83.22280200712576,0.40967456,381.7429760078745,2.5493696,0.46780747,0.571699043993156,0.03602038223199666,460,-1.5273105,0.999999821133735,1.0,0.005355016,-0.5685771031834596,0.5094751479018099,0.95849687,-0.003759271,1989,-6.994570333146436,-9.801388572181741,0.2962962962962963,0.02914458795596837,-0.0009275934545956072,0.0130413229519738,379.6809765394084,-199.35,-0.08322280200712576
1.4253615561887667e-17,-81.86602958471462,0.4145446,196.62559409831294,2.7981303,0.3873751,0.5724773907670687,0.0665491014656655,480,-1.9524812,0.9999997453891785,1.0,0.008092176,-0.5674852499657619,0.8412064220723079,0.96311957,-0.0016501751,1994,-9.721019778729612,-6.602818150939368,0.4444444444444444,0.028642546709266036,-0.000538998273767266,0.04448922961589363,184.6591083901586,-149.65,-0.08186602958471462
-2.114710523095536e-17,-6.84317316471141,0.44152,3.5396005820998875,2.5383458,0.32321867,0.5727955721097824,-0.12818206114632424,500,-2.758195,0.9999990818819567,1.0,0.007414543,-0.5664716378209846,3.328773528605361,0.9688372,-0.0047475854,2016,-1.6047409899192908,-3.577585921525009,0.6666666666666666,0.02906753300292672,-0.003956320961847458,-0.6272330203778309,6.818350096974204,-100.8,-0.08242480315295796
-7.059540345356187e-18,-6.742117091637717,0.4710071,3.5771317435748666,2.8113408,0.3021856,0.5713259704457941,0.9558443289864613,520,-1.7713288,0.9999986308006986,1.0,0.0004625835,-0.5654492669442078,5.402683203064534,0.9715711,-0.00015765024,2013,-2.2488113556015352,-3.5968434291070337,0.4444444444444444,0.02887924362060527,-5.997801003411858e-05,-0.03959437664161958,0.18838564495762297,-100.65,-0.08297900206477185
2.8435927394101056e-17,-6.8361345684312065,0.48560253,3.584141374356186,2.8611248,0.28202432,0.5727246104148764,0.9704039518207133,540,-2.1141856,0.9999936766945013,1.0,0.0031480484,-0.5645129214989215,3.2265300540318185,0.97328466,-0.0010928665,1999,-3.360869196036425,-3.599170028211494,0.4444444444444444,0.02808268069265473,-0.0008984649071028715,0.9559055766238229,0.10782844657088783,-99.95,-0.08352575829781739
0.0,-82.21850319355849,0.48482445,198.8207123492727,3.035476,0.3177899,0.5720482727985007,0.0804042642575078,560,-2.7837079,0.9999997515241142,1.0,0.007465164,-0.5637728167284433,0.263276308402908,0.97434807,-0.0041542337,1989,-9.861031462554665,-6.631751817410515,0.6666666666666666,0.02793947986981945,0.0015105908927562132,0.021507873880565076,188.6699609144826,-149.4,-0.08221850319355849
-2.819614030794048e-17,-81.00881249237456,0.48121044,200.08459427229167,2.530141,0.26838553,0.5724459336724741,0.006656683784983408,580,-2.1476543,0.9999997495579751,1.0,0.00061330886,-2.378528307060868,0.7275948026199371,0.9780829,-0.0007174243,2016,-8.965880863976766,-6.72886508208632,0.4444444444444444,0.031969782628721646,-0.004754470010690282,-0.0002383262302889655,198.90954814739374,-150.75,-0.08100881249237456
-7.09832902857243e-17,-6.720383305345067,0.49519563,3.422973257407752,2.6167297,0.28155994,0.5722503346021871,0.9143794690666714,600,-2.2739902,0.9999983890335279,1.0,0.012359549,-0.5623443977169126,3.9173545076422096,0.98127574,-0.0037022233,2002,-1.638638962573128,-3.517408864261739,0.6666666666666666,0.028172565371276093,-0.0026243181310905963,0.31048330400258106,1.9872118244014234,-100.1,-0.08152302233789462
-6.832141690000964e-17,-7.327262495382851,0.50065404,3.694882564119262,2.4112954,0.16945055,0.5724993093722036,0.9535356743293648,620,-2.1668591,0.9999962495135964,1.0,0.007129058,-0.5616642261162271,3.0527152750725692,0.98780704,-0.0040672724,2080,-2.316450307704536,-3.658001189228988,1.0,0.028944081988971988,-0.003488283689653938,0.9166659282074245,0.21235373804134608,-104.0,-0.08205359410694789
-2.049642507000289e-17,-7.3743373560953875,0.49439228,3.7443959529651942,2.445941,0.19655979,0.5724505015243104,0.9760713470647899,640,-2.0902996,0.9999918398907596,1.0,0.004449936,-0.5609939221570814,3.5855894559194526,0.9885881,-0.0040841266,2080,-3.4056677953026218,-3.6818080259330284,1.0,0.02882201876708008,-0.008223389011255536,0.9719723825853238,0.09030837176351092,-104.0,-0.08258075708438765
0.0,-81.40878604971999,0.495547,196.63886162684727,2.4529953,0.2604715,0.5707341038189393,0.023398193891354446,660,-2.097795,0.9999997485932938,1.0,0.000706474,-2.4163352467962023,0.2536373971905259,0.9865755,-0.00046805042,2010,-9.761531887761615,-6.640041039947464,0.6666666666666666,0.028542626519161497,-0.0030551280421203517,0.01757135054823744,193.97927823767517,-150.45,-0.08140878604971999
1.8494543196532106e-16,-6.799909558308066,0.471973,3.4959646686519124,3.1165743,0.2774026,0.5728223806556696,0.8143764702827301,680,-1.9419069,0.9999958855436057,1.0,0.0022795359,-0.5594718213871356,3.2571635730452058,0.98787856,-0.0021618302,2017,-2.1703546036690966,-3.5561628815427864,0.6666666666666666,0.028168088296190275,-0.005753696634737507,0.9480809805887863,3.5296356272957925,-100.85,-0.08190370071178753
9.907966434901795e-17,-6.7921398665975055,0.49579194,3.5138327265602216,2.4396405,0.27800936,0.5724226434499874,0.9595128445107508,700,-2.277944,0.9999965317682119,1.0,0.0006167288,-0.5587172339453254,3.110913944432018,0.99172264,-0.00034307322,2008,-2.712852385240808,-3.5641039236544825,0.4444444444444444,0.02780986350652962,-0.0019140512777358768,0.8339459763108227,0.1658773631446692,-100.4,-0.08239348038769369
2.0939373352458748e-17,-7.121535301397621,0.48297897,3.638576072944047,2.7940724,0.27200577,0.5725686552134781,0.9542691156105365,720,-1.8709507,0.9999949617161152,1.0,0.013014974,-0.5581257800540211,3.4332035083413563,0.9932623,-0.008498684,2036,-2.8724765689879095,-3.628178610326829,0.6666666666666666,0.028623344141708713,-0.01104829197769672,0.9351498628150243,0.16798880496411595,-101.8,-0.08288705345374998
0.0,-6.673499127157084,0.5385167,3.488605841997467,2.39273,0.32122698,0.5716295481944319,0.9840309570329487,740,-2.230646,0.9999908009967993,1.0,0.003761035,-0.5573139288073752,2.8490855036908913,0.99239,-0.0014865461,1970,-2.575532769944748,-3.54803892393527,0.6666666666666666,0.026859773678298494,0.002090387577709303,0.9795857382999175,0.07968105343495586,-98.5,-0.08336202714937062
-6.015176599027304e-17,-77.81786723656711,0.5775875,584.2654266478186,3.417948,0.3767368,0.5723690480492452,0.09675364821534682,760,-2.176485,0.9999998622230604,1.0,0.0005075134,-0.5568512415010102,0.4273940865583317,0.9947919,-0.00038594968,1890,-4.915158083870046,-14.25900624223345,0.4444444444444444,0.025688160821771656,-0.0018300149592181696,0.03574796219122012,589.8671456335302,-294.3,-0.07781786723656711
-8.687226519736324e-17,-6.404544304170174,0.60223144,3.062088973026955,2.8694606,0.3131931,0.5724337290220698,-1.177591510783138,780,-1.8866417,0.9999987725704278,1.0,0.0007805212,-0.5564580267802373,3.7244384389773266,0.99469674,-0.0002214644,1963,-1.9409326394890394,-3.3214834555016197,0.2962962962962963,0.02659776958284398,0.0028467584701388528,-0.5617580243121651,13.199298623278844,-98.15,-0.07825247063276332
-1.452310139519878e-17,-76.10270183108976,0.60972154,314.36910397348123,3.0004466,0.31802982,0.5723862980944279,0.03892096199184769,800,-2.2808542,0.9999998056833495,1.0,0.005200452,-2.485951833875839,0.8421584818952321,0.9954907,-0.0014306594,1957,-6.65633061695515,-8.784191738083074,0.2962962962962963,0.0282970441393575,-0.002375525303831359,0.011219254077373564,310.9536450343956,-197.75,-0.07610270183108976
-2.8737825511025287e-17,-75.31649638332274,0.5960322,153.78918789366614,3.0979028,0.2538481,0.5728404074588774,0.07217379259943824,820,-2.855947,0.9999997188566968,1.0,0.0027394732,-0.5558115512770253,0.9616759452284226,0.9972811,-0.00061800383,1978,-9.672535302969903,-5.785016161943559,0.2962962962962963,0.026793940534854517,-0.0008340551916018613,0.06491928643893141,143.3568751001439,-148.85,-0.07531649638332275
2.7687978013057972e-17,-6.376713165788263,0.5987479,3.076000419298622,2.673999,0.16803885,0.5730519640441116,0.4221082556160882,840,-2.469892,0.9999987954070062,1.0,0.0052940217,-0.5555272805840544,3.3018838264988495,0.998471,-0.0012762685,2053,-1.663284572846947,-3.3383582699297047,0.2962962962962963,0.02748320869065542,-0.00671877848506035,-0.3685629863479958,2.984110840215344,-102.65,-0.07574186744517111
1.417541617476509e-17,-74.99258557956796,0.62850773,171.4017661282987,2.9656978,0.2486527,0.5724935319120632,0.03203860496434452,860,-2.559685,0.9999997292577935,1.0,0.0024411632,-2.5127867733808014,1.0529386766595754,0.9987612,-0.0004946196,2005,-8.703944792661945,-6.209417397609691,0.2962962962962963,0.031168366881232774,-0.00456105509756601,0.005092786126527082,168.32041972781846,-150.2,-0.07499258557956796
-3.584978485167004e-16,-6.1257266529562795,0.6013468,2.8815207205718276,2.6195762,0.29216635,0.5717808876419276,0.9721650022250036,880,-2.4891353,0.9999959417147627,1.0,0.0035854466,-0.5549813996559678,3.700168424376198,0.99877745,-0.0012551337,1982,-1.9488335882548162,-3.225457482276659,0.2962962962962963,0.02671491795294036,0.0025579131753138994,0.9437518211018241,1.92889269946936,-99.1,-0.07539274054055559
1.6091171369630768e-16,-6.067117778444475,0.64649993,2.8737680320226873,3.0753868,0.3283291,0.5715750862431229,0.9645046326199977,900,-2.2270024,0.999995563030688,1.0,0.00605625,-0.5547117770921377,3.172501116398473,1.0021725,-0.0043888013,1965,-2.715853312593683,-3.2190766918688336,0.4444444444444444,0.026343990685592827,0.003380507262805392,0.9639808469297543,0.10719696063733308,-98.25,-0.07578741336864098
2.1640895505383762e-17,-6.324794768148792,0.632649,2.920784305045366,2.9700413,0.3337844,0.5723061372723538,0.9726464930233814,920,-2.0185528,0.9999937445346029,1.0,0.005779973,-0.5545040632356995,6.0619069235096905,1.0069301,-0.0023740882,1970,-2.9289616810767125,-3.243713082060893,0.4444444444444444,0.02621241440680694,-0.0006298054474772973,0.9554143711599555,0.08098265177468085,-98.5,-0.07618102760220109
-2.2239209256967142e-17,-74.3419658951096,0.7180248,274.2547354309587,3.5260155,0.32691953,0.5721350654750059,0.06241926801603037,940,-2.787173,0.9999998013819001,1.0,0.005587053,-0.5543352899406627,0.3093807021909257,1.0106292,-0.0043625613,1917,-7.055262913250613,-7.920240442019668,0.4444444444444444,0.025992249459712312,0.0007365700939710918,0.03215820214873055,264.6542488082312,-195.75,-0.0743419658951096
-3.5385594410363554e-17,-71.71773247143881,0.7447566,405.2423870968247,3.2946754,0.2481894,0.5713082054776613,0.028732181837716753,960,-2.8262146,0.9999998269833577,1.0,0.009740822,-2.557420813382388,0.680341353431547,1.0164913,-0.009362293,2008,-5.752161204245589,-11.290937252435361,0.6666666666666666,0.036617626469163306,-0.004639356508054403,0.021840407057903133,399.9982414252703,-250.25,-0.07171773247143881
1.2476606422477615e-17,-10.952136289670035,0.8390198,5.107547423094592,3.1267247,0.0940779,0.571743772377338,0.16766916274211152,980,-2.671972,0.999998681358358,1.0,0.00031923407,-0.5539971255429914,3.015885429602238,1.0189502,-0.00044442716,2278,-2.9429457156227463,-3.6838775654021876,0.4444444444444444,0.036861356871520014,-0.002201739759944727,-0.23568929301983577,14.378218495316034,-113.9,-0.0721346410224449
