_std_act,_std_obs,_std_adv,ExplainedVarNew,KL,_min_discrew,_max_discrew,_min_act,_max_obs,_mean_act,Steps,_mean_adv,_max_adv,PolicyEntropy,_max_act,_MeanReward,ExplainedVarOld,_min_obs,_mean_obs,PolicyLoss,Beta,ValFuncLoss,_lr_multiplier,_mean_discrew,_min_adv,_std_discrew,_Episode
0.3715758,2.4278339365399537,0.9999998024365631,-3.6535930132863825e-05,0.0006240934,-110.31435930780454,-1.0,-1.6863087,14.590485751952981,0.11209564,2468,-8.205213925916879e-17,2.644498877016287,0.9223777,2.2800286,-123.4,-0.0009295379454283825,-0.6065621845712562,1.9788888764432666,-0.00052878057,0.6666666666666666,2993.4756376097853,1.0,-51.47951628904126,-1.1218778132422678,723.6925187788815,20
0.36917043,0.07156554088866397,0.9999999169601665,-1.2000542206402898e-05,0.00022167148,-256.5434920774963,-0.2565434920774963,-2.1559136,2.068602132035956,0.17475615,2176,-2.6122894697062506e-17,0.5384167301995002,0.92664564,2.37246,-158.75,-7.773118088061359e-05,-1.405774349580994,0.20972134487074942,-0.0022688755,0.4444444444444444,2155.0398060576213,1.0,-21.448852173777624,-10.104190897146408,1880.588549304428,40
0.3815085,0.0498404792013633,0.9999994523197995,-0.00018403110793419053,0.00039874992,-23.714647805227134,-0.2607417006667746,-1.8338183,1.4533835831030921,0.20010172,2167,-1.5410940738682376e-16,2.5255538569102436,0.92627466,2.1101983,-108.35,-0.0008458227251981754,-0.5936176365452339,0.11849017346943372,-0.0001128233,0.2962962962962963,84.24289959327221,1.0,-12.034634443470974,-1.1537563393544559,39.86252639400878,60
0.3689328,0.04248151620477097,0.9999994723272733,9.217154763130342e-05,0.0015432218,-23.50414753544503,-0.2648587237362846,-1.7390282,1.1876559330770173,0.21709345,2159,-1.5797152068774807e-16,2.5239680436802336,0.9270967,2.8128483,-107.95,-8.737576238959655e-05,-0.5887994421245801,0.07868315403100871,-0.0005421102,0.2962962962962963,82.93228613741728,1.0,-12.173763949211725,-1.1385600516617618,40.62564063414938,80
0.35821488,0.04039111122540715,0.9999994875043117,0.00019725022135386183,0.00064703467,-24.318441315762957,-0.2690011446016334,-2.0850728,1.0311247801443482,0.22285473,2208,-1.2228543459639405e-16,2.5426308048785677,0.9323548,2.3084245,-110.4,0.00011034740240989382,-0.584401461138488,0.049453095004567245,-0.00038463704,0.19753086419753085,87.4816124369612,1.0,-12.608136931704154,-1.125061242260436,43.60063081858857,100
0.35891074,0.03703937256894715,0.9999995013527573,0.00029102601511832304,0.0060381982,-24.98936548685119,-0.27311983219966485,-1.9395926,0.9273620404616487,0.20290661,2230,2.294129012319606e-16,2.5518896800874082,0.9307963,2.9423728,-111.5,0.00026999248430292777,-0.5798470093650699,0.03459736689570595,-0.0017806708,0.2962962962962963,88.54956974004998,1.0,-12.899159917147383,-1.123525826643427,45.4753710823725,120
0.38085076,0.03802458413290213,0.9999995197035484,0.00020437434777997865,0.0036418026,-30.39780686935058,-0.2778320416418903,-1.9397626,0.852449531492645,0.14966495,2606,8.656842617184644e-17,2.6948416642005193,0.92597234,2.5168242,-130.3,0.00017142510732059968,-0.5756718807000422,0.001030310538918195,-0.0019991123,0.2962962962962963,127.23094299867554,1.0,-14.994186927437498,-1.0594166633550932,61.45895225603656,140
0.37060744,0.04048904101982391,0.9999995382160655,0.00022365114264522035,0.0025183775,-33.5803784963834,-0.28249802020349696,-1.776846,0.8032912508314582,0.19226311,2625,3.789561257387201e-17,2.700347382140617,0.9252727,2.439215,-131.25,0.0001790060993416276,-0.5700477571102963,-0.008716049811505203,-0.00083626824,0.2962962962962963,127.76256651881195,1.0,-15.39619180823606,-1.0809864530967188,65.91770292143083,160
0.371253,0.03674233324047822,0.9999995551493692,0.0004935005148815064,0.00953714,-29.905050363406556,-0.28678870023734904,-1.7261211,0.7621614074080749,0.21909411,2447,-8.7111900583584e-17,2.63543701165473,0.930472,2.1345284,-122.35,0.0003445693323645971,-0.5638897644049199,0.0033522985866847863,-0.0027731995,0.4444444444444444,101.14949477953003,1.0,-14.651671477184559,-1.1033921675330847,58.44813103917644,180
0.39574313,0.036543173733745535,0.9999998964429729,2.1142879353730493e-05,0.0018008105,-205.49076460678899,-0.20549076460678897,-1.6670363,0.7258162287546449,0.26501948,2179,0.0,0.6749817446096701,0.9370393,3.05668,-158.9,1.3988937156539372e-05,-1.541038458168775,0.0175953731774612,-0.0047256006,0.4444444444444444,1292.5024077397477,1.0,-17.296216049769203,-9.954379586391221,1218.4016344447116,200
0.38265616,0.03553957734267811,0.9999994911183536,0.004465121365479163,0.0060437536,-22.502356831361148,-0.20828150549759444,-1.9651926,0.6903680762151928,0.24099693,2309,-1.8463648395671724e-17,2.578669714910325,0.93634295,2.4255493,-115.45,0.0008909773869354431,-0.5566152124561271,0.006932707866733267,-0.0021182152,0.6666666666666666,29.83950813347784,1.0,-10.179477074761618,-1.1814941609396492,28.88295103154099,220
0.38071728,0.03409216369396288,0.9999998777062242,0.016955871889378304,0.00014092372,-172.14486665161937,-0.17214486665161938,-1.8452408,0.6621406352410848,0.2723061,2139,-5.314952675157365e-17,0.7376669420649623,0.93558633,2.19654,-156.9,0.0001740735538544591,-1.5696625816190468,0.017756381674727602,-0.00013870103,0.4444444444444444,876.971846936758,1.0,-14.347578096650777,-9.774778786398397,856.5153929793029,240
0.407262,0.03268126208927143,0.9999992008440453,0.5336445795990309,0.00036910028,-15.460166969184044,-0.17421436306221852,-1.8461263,0.6353447808689018,0.26345208,2146,1.986605971370271e-17,1.772454724821801,0.9340471,2.5510547,-107.3,0.49392515518868707,-0.551056600625997,0.015120200213628573,-0.00024473155,0.2962962962962963,8.259714553855536,1.0,-7.97661756855298,-1.5238133997741699,17.53884198452693,260
0.37136623,0.031815833706376105,0.9999991796273707,0.8480205818147866,0.004623142,-16.97144836789603,-0.17626788788595601,-1.7057905,0.6119177058896577,0.26534605,2155,3.2971820684923443e-18,1.9524096949567329,0.9362414,2.4526005,-107.75,0.5466548938526159,-0.5488580464111963,0.012248821791430418,-0.0020415909,0.2962962962962963,3.9341751484400556,1.0,-8.103799816844388,-1.6310098642170914,18.154824437074957,280
0.3953128,0.03361107393282641,0.9999985485268589,0.7998779114148463,0.0054793046,-18.611411804569286,-0.17848298318018455,-2.046128,0.5914984708137573,0.21575007,2358,1.205331188736387e-17,1.5803395229971016,0.941841,2.522264,-117.9,0.8009461846403874,-0.5468489315369081,-0.005558120633582968,-0.0038137482,0.2962962962962963,6.643641032366169,1.0,-8.856465073768918,-2.428295827922662,21.58855005256622,300
0.39001766,0.031625413950962224,0.9999984549997598,0.8337736772194597,0.006820339,-17.00586197893415,-0.18056461780520386,-1.5457698,0.588367327330862,0.24725118,2240,-9.833403932394243e-17,1.3100536658453255,0.9461194,2.527127,-112.0,0.8329431706493312,-0.5439160514833358,0.00295382570705784,-0.0031276701,0.4444444444444444,4.910214163024178,1.0,-8.573264784895,-2.41880185912727,20.212450053694507,320
0.3761174,0.029888948910582774,0.9999998675870952,0.030098630441126484,0.0044444837,-158.01766050556174,-0.15801766050556174,-1.7430131,0.5892367583172153,0.28199205,2078,1.3677434759578445e-17,0.27259994384545727,0.94902635,2.3649971,-153.85,0.021978490392690953,-0.5418054078082519,0.015513916993510485,-0.0038875511,0.4444444444444444,685.4098704362469,1.0,-12.609898541192132,-10.155683861144734,688.9097863868514,340
0.39280352,0.03028238961131361,0.9999990314639053,0.78193417908486,0.0012198995,-14.259261581424024,-0.1596808716494369,-1.9378221,0.5890448373835465,0.25319016,2109,-1.6845489230917502e-17,1.755798803886648,0.945384,2.4583573,-105.45,0.6540874144627686,-0.5404914781565369,0.011781079430319197,-0.0006656145,0.2962962962962963,3.4489509003988417,1.0,-7.202044475566447,-1.731422415557874,14.301358795274133,360
0.38762072,0.02977275052040564,0.9999986928481689,0.9353785867249484,0.0010005384,-13.674059491370755,-0.1613094421097489,-1.7033925,0.5887305672433825,0.27390411,2086,-2.5546838534040036e-17,3.639031133814434,0.94798815,2.8971677,-104.3,0.7836766074448047,-0.5390846507173926,0.0126554253857972,-0.00051426794,0.19753086419753085,1.0425925681875234,1.0,-7.203924242806623,-2.105213406801563,14.284055373708197,380
0.3721569,0.029814477198031895,0.9999976527605814,0.9373854906092824,0.004884995,-13.999228870998053,-0.16293604997141176,-1.7611095,0.5893404874600275,0.23833667,2105,-6.75099986470404e-17,2.808795834834749,0.949643,2.2926157,-105.25,0.9216052268681495,-0.5378476217794076,0.008091637271945337,-0.0014939287,0.19753086419753085,1.0574863183137089,1.0,-7.332099365783327,-2.676495587657,14.781551664993067,400
0.38366616,0.029960337331216873,0.9999998599202226,0.01685261397633886,0.005121032,-147.11211248870285,-0.14711211248870287,-1.5665165,0.5901790957602558,0.2793262,2031,0.0,0.27371467545834555,0.94931626,2.995945,-151.5,0.0164442580378098,-1.696510092550819,0.015870610827511792,-0.012353353,0.19753086419753085,650.1469767402926,1.0,-12.12907918276537,-9.383552134097318,647.2903575689202,420
0.40625495,0.028550704937341166,0.9999986351061589,0.8180377231452368,0.006142444,-12.327956000716028,-0.1484880364970567,-1.5434488,0.5885874172979115,0.3418788,2028,-4.554761126667309e-17,1.4384491086683584,0.9504136,2.7017007,-101.4,0.83448641558655,-0.535824460794561,0.012984003239727144,-0.0016920618,0.2962962962962963,7.005625182597165,1.0,-6.477520253651968,-2.130119013123725,11.596961763464554,440
0.38699785,0.031192039266782674,0.9999998479986109,0.02636058902857863,0.005734681,-136.79263124270082,-0.13679263124270083,-1.911441,0.5901439956296406,0.38387752,2037,-4.1858187673643604e-17,0.43328851085385756,0.9527905,2.7416947,-151.8,0.02038042917263727,-1.7207017325697032,0.011191473207429047,-0.0038984327,0.2962962962962963,558.9611617318,1.0,-11.318651741003691,-9.472106437852954,561.3453216191302,460
0.40366527,0.0283759374521681,0.9999983707527724,0.8960208648139298,0.00556565,-11.458804473840729,-0.13801926100526915,-2.160087,0.5902804242393225,0.32114673,2017,1.4091080530691128e-17,1.523389111817479,0.95093954,2.60989,-100.85,0.8225731273900517,-0.5341368856740073,0.01623909176402206,-0.0032125146,0.2962962962962963,5.235033819522747,1.0,-5.993459381356819,-3.5977852832439385,9.935767206261104,480
0.393301,0.029941656724173853,0.999998304029136,0.9935482505916218,0.008786999,-12.283325663561666,-0.13929338608093375,-1.9295468,0.5904323601394926,0.3004996,2116,4.701133412401419e-17,1.7124430315013974,0.95064515,2.2774036,-105.8,0.8825191128063298,-0.5334587455182284,0.005348325071922762,-0.004369774,0.4444444444444444,0.08061009789165716,1.0,-6.297574262416873,-2.291638366562655,10.912599515760013,500
0.3954307,0.02788284889258507,0.9999896764781628,0.9964713572952367,0.0012383603,-11.58158944539585,-0.14049290526544614,-1.7743459,0.5902791231084262,0.35907122,2008,-2.1231356646218133e-17,3.026964162643196,0.9481052,2.2588315,-100.4,0.995705845500038,-0.532290831547048,0.013130393538549867,-0.0009445819,0.2962962962962963,0.03621245728669123,1.0,-6.077184533458706,-4.08214692470809,10.215395943648542,520
0.39340717,0.02790850097647582,0.9999885232293897,0.9973389010830154,0.013497414,-11.595315571845335,-0.14167473096761027,-1.4986254,0.5898256508018173,0.37945926,1995,2.849294178486617e-17,2.979871121446353,0.9481932,2.7963474,-99.75,0.9964706648317152,-0.5316829066583345,0.013194479885758774,-0.0068350146,0.4444444444444444,0.029650206877298444,1.0,-6.094426530723415,-4.452340622298313,10.278136167358737,540
0.41935372,0.026761904179340455,0.9999998830590464,0.006235426031381275,0.003245327,-123.66985654126198,-0.12366985654126197,-1.5882051,0.5898127588106413,0.46017578,1955,0.0,0.30204721681115027,0.9480245,2.8970115,-197.65,0.0029988154754252427,-0.5311447690486439,0.01765492975241646,-0.0031546312,0.4444444444444444,876.163103112899,1.0,-14.64943236870659,-6.959670561402617,857.2905145596599,560
0.41737977,0.02825870774311809,0.9999998841925115,0.0014911094917021694,0.0055244835,-106.30356265938694,-0.10630356265938695,-2.012712,0.5898652171691474,0.45136285,1972,-5.765052622800001e-17,0.5904939311289201,0.9494889,2.7681513,-248.45,0.002486059797595419,-1.79335090929392,0.01393717058840941,-0.004498136,0.4444444444444444,933.8894591747753,1.0,-16.90288204853942,-5.560116715391952,907.3924211711917,580
0.3901299,0.02713588757902084,0.999999805156295,0.021320584382679475,7.567865e-05,-102.58032550675445,-0.10258032550675444,-1.8724525,0.5905445655834723,0.51795053,1969,-1.443459087374505e-17,0.9266192373843195,0.95180035,3.1419058,-148.4,0.0037267547728727646,-0.5303958028255851,0.014664100353220326,-0.00011370265,0.2962962962962963,311.06477654616594,1.0,-8.210726608902858,-9.009412763672781,308.49002144484194,600
0.37728053,0.027136148091942935,0.9999997943443076,0.05747761956540154,0.0011183078,-99.31671016841203,-0.09931671016841204,-1.985045,0.5894512740250253,0.51649016,1958,0.0,0.7087324577835019,0.952996,2.5316358,-147.85,0.02532062576952665,-0.530004674332624,0.012979591461948202,-0.00044932016,0.19753086419753085,266.5116061839867,1.0,-7.789348068628496,-9.243899911504895,280.7087643523506,620
0.40187198,0.027317796744287415,0.9999998370928499,0.11335608455530821,0.0017431646,-93.16705504519778,-0.09316705504519779,-1.5007337,0.5900267512613766,0.49589923,1975,2.878147790420659e-17,0.5390269732094648,0.95850825,2.6775112,-198.65,0.05294275245464519,-0.5296059886360028,0.009664436294256005,-0.0007943477,0.19753086419753085,435.2274796805102,1.0,-10.880102630117596,-6.9894376300094345,475.7015743341026,640
0.40382904,0.02741175662554717,0.9999998313248795,0.13099270816895814,0.0022783342,-88.17600464359083,-0.08817600464359084,-2.0844777,0.5904251847215145,0.5231482,1975,-1.4390738952103296e-17,0.6632152360897393,0.9609591,2.6662097,-198.65,0.07612574190528676,-0.5291633564959619,0.012995397877493953,-0.0008063713,0.19753086419753085,391.74060404760274,1.0,-10.46441453226765,-7.009705612782859,434.16091280854175,660
0.43233272,0.027369614194005,0.9999997525312497,0.10186355492198174,0.0011992055,-86.32882211591624,-0.08632882211591625,-1.9321775,0.5897927550034503,0.5424639,1971,1.441994390177778e-17,1.5238193226740815,0.9556366,3.262113,-148.5,0.11289609712305926,-0.5287494812471785,0.012053820566536705,-0.00078878,0.1316872427983539,190.79502558717118,1.0,-6.798914209671312,-9.16600784530564,212.23474310146656,680
0.39990392,0.028098846227547353,0.9999993166479966,-0.6979639456103477,0.010942711,-7.169830637712664,-0.08697513767887056,-1.7016728,0.590106374953535,0.555098,2012,2.4720671721275853e-17,3.6392833335350434,0.9495956,2.8826697,-100.6,-2.239075528565716,-0.5283304292714648,0.006801008313624266,-0.0058593126,0.19753086419753085,9.392859348379943,1.0,-3.7687585650787017,-2.206710477179369,3.928707516081944,700
0.3711449,0.02746045462103779,0.9999997658896317,0.007531556670809403,0.008017877,-85.26940816124718,-0.08526940816124719,-1.5727837,0.5898467956483977,0.50317657,1980,-1.4354398702224246e-17,0.8616602723768733,0.9465967,2.5833564,-148.95,-0.008046990058947934,-0.52778223737629,0.012749347247268738,-0.0010752408,0.2962962962962963,217.66858028712858,1.0,-6.878201960320294,-9.99990730396196,214.8218965260689,720
0.4040619,0.027166859579553188,0.9999997451794397,0.18571613049561952,0.0035923677,-83.70334291208923,-0.08370334291208924,-1.8457639,0.5907687548001408,0.4772181,1976,2.8766912378951425e-17,0.63442965567427,0.94716096,2.41189,-148.75,0.09716025085745272,-0.527394020472734,0.01112902779483118,-0.00094654644,0.2962962962962963,170.24063958313388,1.0,-6.778602384553314,-9.838097817446792,208.77912284326348,740
0.38486788,0.02755144975648255,0.9999986008203263,0.20842003989902103,0.004479179,-6.849079122674145,-0.08429544354355223,-1.4315686,0.5909117070164984,0.5186841,1985,8.232988877824839e-17,5.780891882907594,0.9488156,2.6452456,-99.25,0.17854358993749975,-0.5270715401423901,0.010006076924471191,-0.0006469425,0.2962962962962963,3.3313070950987123,1.0,-3.6114724051471168,-2.686516693082932,3.6139738398437973,760
0.388529,0.026643837748877873,0.9999998343156884,0.1575288821229126,0.007550049,-79.13614830693147,-0.07913614830693148,-1.6195813,0.5887756893345854,0.5843949,1930,-3.681568579067877e-17,0.9008238505525824,0.95305,2.6677446,-246.35,0.1563970053970114,-0.5267020203728637,0.008735004538801612,-0.0023187075,0.4444444444444444,431.5675134337317,1.0,-11.813197240234018,-6.189911154562823,478.37344328633037,780
0.39213324,0.02763982998955717,0.9999987724053617,0.06290949856254002,0.0008836746,-6.426539497469664,-0.07968020604491648,-1.5144013,0.5904798601485751,0.61229336,1983,-1.6840901956996827e-16,5.077222721765159,0.9550905,2.5625267,-99.15,-0.2080619538829711,-0.5263840928454109,0.009549648493142045,-0.0006667518,0.2962962962962963,5.633153158690469,1.0,-3.4106275355877367,-1.914851969200844,3.22277508813176,800
0.36570153,0.027651824860406293,0.9999990737315338,0.7719889742760792,0.0055886116,-6.565798384103014,-0.08022271700082115,-1.4477304,0.5904020619350986,0.5816072,1991,-7.851300947625416e-17,5.09392369091448,0.95643556,2.6130636,-99.55,-0.7657839883979689,-0.5260168871702544,0.007194705496661867,-0.0017412036,0.2962962962962963,0.7894769436529474,1.0,-3.444998305058417,-2.344959901226343,3.2845132776304675,820
0.4130515,0.026304834257318825,0.9999998392700903,0.09055152651850795,0.0060950187,-75.94196817021282,-0.07594196817021283,-1.6383638,0.5908570693150301,0.6444722,1930,7.363137158135753e-17,0.49559546348900996,0.95902264,2.7165306,-246.35,0.029465955998485227,-0.5256360235537415,0.011688217774573786,-0.0015361992,0.4444444444444444,442.8143594734642,1.0,-11.767033695787356,-5.737763101107557,456.7521003211614,840
0.3807941,0.027162643911280576,0.9999997926308858,0.1625514510007312,2.023561e-05,-73.65791769990908,-0.07365791769990908,-1.7158406,0.5906990670681863,0.5502126,1965,-2.892794852967329e-17,1.471986415423916,0.95880675,2.6123037,-198.15,0.11362663549676089,-0.5254487551579821,0.008283600842066011,-8.412383e-05,0.2962962962962963,253.37730438147824,1.0,-8.709296018729653,-7.20402334890719,302.5480635762381,860
0.37555575,0.027060119282192062,0.9999997334965304,0.05011908071843563,0.0051450175,-72.84368256836757,-0.07284368256836758,-1.5993439,0.5893037091409742,0.56311715,1963,0.0,1.7589422599357705,0.95723414,2.628981,-148.1,0.029928014864152752,-0.5251609794953861,0.011455318202020302,-0.0027229115,0.2962962962962963,151.52659113308246,1.0,-5.900157682821173,-9.548876444342453,159.16639988605894,880
0.41219565,0.027003449454350004,0.9999997264581258,0.06382444705268131,0.00071823824,-72.07544305212748,-0.07207544305212747,-1.7504308,0.5908058365662036,0.5219627,1963,2.8957421732454414e-17,1.9716164065277346,0.9572905,2.7800756,-148.1,0.03815117223098641,-0.5249113112801704,0.009653138841888138,-0.00010830535,0.19753086419753085,142.4229251562677,1.0,-5.746280360080442,-9.369906979569627,151.72047097202608,900
0.4076426,0.02692375868677504,0.9999997153723525,0.1168995814992243,0.00558156,-71.34767180858165,-0.07134767180858165,-1.3090708,0.5909867158422257,0.55600256,1956,-4.359157888098774e-17,2.151149064930407,0.9598299,2.7040305,-147.75,0.08910605438511965,-0.5246647454569651,0.011921806264632425,-0.0021960984,0.19753086419753085,131.22134484299693,1.0,-5.66587964341057,-9.115397419673679,148.17115049517975,920
0.382446,0.02734390562225179,0.999999721937035,0.08617972873865198,0.0042724395,-70.66536518457464,-0.07066536518457464,-1.5108647,0.5904066192037807,0.5011775,1986,0.0,1.9284465510431903,0.9625903,2.8262696,-149.25,0.020328327616848996,-0.5244512862543722,0.008552913158715855,-0.0014408077,0.19753086419753085,136.56863857098602,1.0,-5.744010883012403,-8.58191971137439,149.0083428915322,940
0.38264388,0.028001057051196078,0.9999993615397098,-0.6879545274284655,0.01298425,-5.945329083484877,-0.0711094773341149,-1.5509716,0.5910234944753806,0.4962037,2011,4.946592889428843e-17,2.5607394520763123,0.96293676,3.4861205,-100.55,-5.879786431697987,-0.5241530197216826,0.006453662138714005,-0.0056421994,0.2962962962962963,6.195661251283466,1.0,-3.0798461007371136,-2.745249972177245,2.623416776080149,960
0.40553093,0.0325645597749761,0.9999997072512816,0.06421302290507913,0.010129118,-70.47033447404017,-0.07047033447404016,-1.9534522,0.5911052044701784,0.416992,2065,-5.505415870296176e-17,1.0298650948908994,0.96342105,2.7751467,-153.2,0.02341004533668778,-2.0155481877363277,-0.002588937446307065,-0.0150053315,0.4444444444444444,144.01201592384825,1.0,-5.932192878195271,-9.80884675021901,151.1983234826025,980
0.40750805,0.03156428184401003,0.9999997032319778,0.06697679860496186,0.004147119,-69.86771988752758,-0.06986771988752757,-1.6040529,0.5910121266409437,0.44372734,2085,0.0,1.1111945280948516,0.96421206,2.487215,-154.2,0.027186117432503987,-2.023674428400386,-0.005998348948614312,-0.0037251965,0.4444444444444444,135.06378991293192,1.0,-5.819745968030742,-9.629300842344152,144.74284310536135,1000
0.42338443,0.031279242653232245,0.9999997046489095,0.03143757853223372,0.0013946205,-69.29388343768859,-0.0692938834376886,-1.7867554,0.5898079981516281,0.4379449,2081,0.0,1.4896533585226568,0.9628784,2.353977,-154.0,0.007924876630877598,-2.032549410090255,0.00043507166310733167,-0.0006735948,0.2962962962962963,136.4545163942051,1.0,-5.712853070790042,-9.485228352211745,140.16226000265925,1020
0.38977838,0.029102015668186078,0.9999990493234063,0.4383368028872482,0.0025617273,-5.910275277729202,-0.06972203158595201,-1.590486,0.5914015469177477,0.42586765,2080,-6.832141690000964e-18,3.5049095779015333,0.9563681,2.746263,-104.0,-1.1794833630890924,-0.5220730137573231,-0.0036026494752100166,-0.0017902887,0.2962962962962963,2.3932695223079135,1.0,-3.1067407202925614,-1.8468164089219812,2.6593101409841116,1040
0.3716306,0.031141310416771123,0.9999997091843782,0.06930751270407165,0.0011326089,-69.15892391583927,-0.06915892391583926,-1.5385561,0.5916130863100583,0.4056646,2041,-1.3925384336307696e-17,0.9749699695956022,0.9515183,2.6574037,-152.0,-0.016534494634113495,-2.0528244423152757,0.0025244787878679763,-0.0009438833,0.19753086419753085,139.3652674351037,1.0,-5.7836575972443205,-9.327563230082294,145.7041437149369,1060
0.39059874,0.028110966438152484,0.9999980626672875,-0.2569040325059735,0.0072298697,-5.734957831663374,-0.0695691114888829,-1.6642965,0.5903506923817191,0.3883249,2045,-2.779629284147091e-17,2.743702196698667,0.95221233,2.6128304,-102.25,0.22867842107988057,-0.5211305826200311,0.0030599985495453016,-0.0014208921,0.2962962962962963,4.496713039220324,1.0,-3.055504095986045,-3.1109555084786678,2.5754905565297013,1080
0.39829597,0.03136124110437237,0.9999997066696235,0.029332987630375174,0.012290183,-69.03220039083178,-0.06903220039083177,-1.9792731,0.5916730470156253,0.31813282,2081,5.463086867929651e-17,1.0768352878860101,0.9523231,2.6021705,-154.0,-0.030104338413223575,-2.07232457691743,-0.0027863871233749626,-0.008784023,0.4444444444444444,137.8599999059754,1.0,-5.7101215022082075,-9.3585361436059,139.9356527392552,1100
0.3851544,0.03230757193829741,0.9999997765679937,0.014100876353856484,0.0018728512,-67.63529839492821,-0.06763529839492821,-2.1253936,0.5918335715062429,0.24924667,2078,4.103230427873533e-17,0.49421082522302234,0.955896,2.2074556,-203.8,0.016759418433195505,-2.081141356587889,-0.00274090912886651,-0.002322046,0.4444444444444444,251.42669572677562,1.0,-8.138284930156031,-6.859021251794918,251.80318786791912,1120
0.37657878,0.028754770422525704,0.9999977719582276,0.6750294579394269,0.0080763865,-6.113434023048158,-0.0680389287340021,-1.9512663,0.5918791306002159,0.20666055,2133,9.660449759513786e-17,3.0705131112280775,0.9566788,2.2891068,-106.65,0.6650119968995352,-0.5198838349236807,-0.005117805450297156,-0.003404103,0.6666666666666666,6.830591225258774,1.0,-3.096951136322171,-3.146471033005739,2.637411762688377,1140
0.4031533,0.027863042883204424,0.9999978583722317,0.6521898086298883,0.0004080806,-5.640441342258286,-0.06842255934639686,-2.2625792,0.5920902046195002,0.26555964,2038,2.091882440903141e-17,2.4491112781335245,0.9590908,2.7858949,-101.9,0.6174541946261717,-0.519384579947895,0.0023492059918520285,-0.00087483926,0.4444444444444444,0.9784305395037122,1.0,-2.9968772660768543,-2.7309560736553866,2.4798868754664594,1160
0.4084894,0.028912050122697142,0.9999997013337121,0.026591203041757883,0.0030177906,-67.93311930389004,-0.06793311930389004,-2.1473634,0.5919114005619935,0.25093535,2008,0.0,0.4668565053681959,0.9606327,2.4792852,-150.35,0.013681736888081386,-2.109585560892701,0.007879311163005994,-0.0013399164,0.4444444444444444,136.06718018681886,1.0,-5.561935110252943,-9.288335159627357,137.91945080918245,1180
0.421621,0.027485950339407296,0.9999978535057356,0.6024680559743072,0.00042326812,-5.750774569473777,-0.06830704060597349,-1.5843964,0.5921460541340832,0.27595583,2034,-2.4453289824585553e-17,1.891885409140931,0.95917726,2.15713,-101.7,0.5469151152454157,-0.518954295269676,0.002652803556458379,-0.00019278699,0.2962962962962963,1.7400050427846694,1.0,-2.9866806111518187,-3.310625498735956,2.463042458729869,1200
0.41321123,0.027087115830958363,0.9999976123566557,0.8413126775826966,0.003651116,-5.6613520125344605,-0.06867622062769156,-1.8205417,0.5918576216771334,0.28154904,2019,-2.815424411134622e-17,2.2097478098460033,0.958307,2.2885854,-100.95,0.5994036085527957,-0.5187344324978188,0.004436591581970399,-0.0015263658,0.2962962962962963,0.391374152322502,1.0,-2.9840075883693657,-3.0125088002337237,2.4601184328276737,1220
0.39884418,0.027072488429307363,0.9999997049397417,0.045071403289110856,0.012122981,-68.19304597880347,-0.06819304597880348,-1.9140395,0.5914421211747692,0.32327628,2001,1.4203752838782612e-17,0.38569478463086926,0.957587,2.336756,-150.0,-0.006388525039608739,-0.5185311303077591,0.00581288619140512,-0.0046444633,0.4444444444444444,133.2454311659763,1.0,-5.542252816402487,-9.8974303170886,137.72416391564232,1240
0.42796987,0.027111724541568256,0.9999978299778907,0.46149956025758265,0.00035625254,-5.651307500671984,-0.06855437356514564,-1.9661818,0.592068276687598,0.24239892,2022,-9.487959379585907e-17,3.0886608791933665,0.9579221,3.3456292,-101.1,0.4429039595568197,-0.5183782158482678,0.004263877477083893,1.7998114e-05,0.2962962962962963,2.5013719760159048,1.0,-2.982231721070508,-2.2890895001780844,2.4560761818805705,1260
0.43197575,0.02684266274110423,0.9999979026977993,0.8530688479889221,0.0022513152,-5.721169862998219,-0.06891047302354067,-2.1651082,0.5913753601853151,0.24365298,2003,0.0,3.5657466861381297,0.95451,2.6471133,-100.15,0.36142069509671926,-0.5182183694746934,0.007138160783293144,-0.0013796403,0.2962962962962963,0.35992088589109317,1.0,-2.9747653569267256,-2.2507848252523655,2.4491142725355126,1280
0.4064327,0.03117613785451146,0.9999996999401524,0.04241677536096622,0.007240649,-68.4371475856473,-0.06843714758564728,-1.7305619,0.5904791329442933,0.22737026,2014,5.644828089454619e-17,0.5500511308669562,0.9541291,2.6240954,-150.65,0.024736674365164912,-2.1673669022796758,0.005140816945864717,-0.021768842,0.4444444444444444,140.0456437664299,1.0,-5.706426205424843,-9.363346949138215,143.77043467465265,1300
